idx,lat,lon,n,e,d,carla_lat,carla_lon
-1,63.42431854740115,10.395386999057163,0,0,0,0,0
0,63.41495477,10.399137965,-1043.7587691542226,187.36909192726193,0.08803439901680576,-0.009375813674719173,0.001683165188204427
256,63.41501036,10.39838428,-1037.5642338852724,149.72055995041467,0.08603283438634435,-0.009320169774807112,0.0013449626716707465
321,63.41542799,10.398079365000001,-991.012437723243,134.48745074123525,0.07830129608089464,-0.00890200709207117,0.0012081213235845816
364,63.415856845,10.397905915,-943.2090839232686,125.82150082815136,0.07088623099070901,-0.008472601992444156,0.0011302737711073115
405,63.41629837,10.39769213,-893.9934742794408,115.14102935723864,0.06360628118125078,-0.00803051096571951,0.0010343294635988477
442,63.416724365,10.397481575,-846.5089224251931,104.6222785721335,0.056955273286121155,-0.007603969581091216,0.0009398379177265963
477,63.417154135000004,10.397264695,-798.6035497255532,93.78790389737665,0.05061734072097579,-0.007173648072210617,0.0008425110742171356
513,63.4175858,10.397049435,-750.4869029504002,83.03476326132723,0.04463331647133373,-0.0067414287432351365,0.0007459139684922966
550,63.418026615,10.3968276,-701.3502898509644,71.95352217763477,0.0389140944626547,-0.006300047321931834,0.0006463694863030328
588,63.41845439,10.39660697,-653.6671803930464,60.932834104436125,0.033741286053555086,-0.005871722345969288,0.0005473689610612882
627,63.418883359999995,10.396398925,-605.8508156081037,50.54103508618928,0.028935771105324193,-0.005442200372046803,0.00045401784231263026
667,63.419319959999996,10.39616275,-557.1839284546763,38.744593508719916,0.024422217956441727,-0.005005038376800659,0.00034804860478442713
705,63.419751205,10.395941135000001,-509.11390127823944,27.675698645938468,0.020351924752930017,-0.004573237819560631,0.00024861503058446697
742,63.42018677,10.39573233,-460.5622864225735,17.246905227353267,0.01662954416218554,-0.004137111285397649,0.0001549315854837542
780,63.420617035,10.39551598,-412.6014173704034,6.441614340062898,0.013331005765707005,-0.003706291267209797,5.786600608194956e-05
1223,63.421041605,10.395301100000001,-365.27532103202196,-4.289939287918074,0.010447112351442911,-0.003281173247286449,-3.853718025029075e-05
1273,63.421476965,10.39507293,-316.7464394993243,-15.684884054700802,0.007873747689401966,-0.002845250920653652,-0.0001408997105677593
1310,63.421905075,10.394858085,-269.02566531171743,-26.41403773530301,0.005720634554990056,-0.0024165876122161055,-0.00023728133780591472
1355,63.42232847,10.394611495,-221.83040664134805,-38.728203551842896,0.003969723614886789,-0.001992644873050312,-0.0003479013712969409
1619,63.42276724,10.394445950000001,-172.92133403662876,-46.99470230536571,0.0025136207108005237,-0.0015533073888567741,-0.00042216059296017216
1658,63.42321768,10.394319164999999,-122.71143428016539,-53.32533483690762,0.001401190058466284,-0.0011022849125384264,-0.00047902963249494423
1690,63.423648695,10.39417851,-74.66677858089095,-60.348436560194,0.0007212022471314583,-0.0006707122606818617,-0.0005421192286084973
1721,63.42408118,10.39406154,-26.458270738145103,-66.18858152017705,0.0003973168398676563,-0.00023766776761754735,-0.000594582143327255
1756,63.42452998,10.39393497,23.568867948265964,-72.5078909117712,0.0004545254302410484,0.0002117130135213758,-0.0006513494653653727
1792,63.424972135,10.393811955,72.85531056133213,-78.64950267932177,0.0008991627874657127,0.0006544403143940634,-0.0007065205024893655
1828,63.425404725,10.393675765000001,121.07559047609075,-85.44883443666555,0.0017184978105646564,0.0010875905529208532,-0.000767599938800327
1865,63.425850415,10.39357412,170.75607437952897,-90.52297434796137,0.002923355521659232,0.0015338574242650474,-0.0008131817130989789
1904,63.4262876,10.393475904999999,219.48852563013878,-95.42571644006756,0.004483482208740952,0.001971608364751318,-0.0008572237945933015
