idx,lat,lon,n,e,d,carla_lat,carla_lon
1236,63.25595938,9.580782124999999,-1119.2638453362924,-728.7126111000803,0.13959481491752967,-0.010054056144818089,-0.006546136753896205
1260,63.25629619,9.5814603,-1081.7286026288134,-694.6407064051726,0.12933530753343803,-0.009716886817708286,-0.006240063626848385
1283,63.256594934999995,9.582200195,-1048.4365744382776,-657.4704210839042,0.11985381780101534,-0.009417833183485031,-0.005906157273111704
1305,63.256860245,9.583005235,-1018.871600725218,-617.0295778346222,0.11103903639673263,-0.009152258710701215,-0.005542870997671738
1326,63.257089095,9.583841695,-993.370440751258,-575.0120813479608,0.10310569338764708,-0.00892318842025585,-0.005165421405242133
1346,63.257303074999996,9.584709395,-969.5264866180837,-531.4264540179943,0.09567110134770473,-0.00870900437905029,-0.004773885053791325
1366,63.257522795,9.585608910000001,-945.0423704051593,-486.2434368545664,0.08840616795021106,-0.008489069928306881,-0.004367999105339121
1385,63.25773035,9.586459269999999,-921.9132616577219,-443.5301298259618,0.08192058298078564,-0.008281307157361244,-0.003984298940471245
1406,63.25794589,9.587340095,-897.8937220418634,-399.28721465906756,0.07558310778165378,-0.008065545877412131,-0.0035868580719287044
1428,63.258156424999996,9.588202585000001,-874.4313586413876,-355.96589281435683,0.06976953940579733,-0.007854789566555298,-0.0031976960170454795
1449,63.258374485000004,9.589080764999999,-850.1297086869986,-311.85709881117225,0.06418540202247414,-0.007636494162776101,-0.00280145997941414
1470,63.258600755,9.589936115,-824.9122248356814,-268.8955093447664,0.05892773316816147,-0.00740997206119244,-0.0024155294554627504
1491,63.258851995,9.59076365,-796.9107691380125,-227.33136720942719,0.05375977452530378,-0.0071584422642691665,-0.002042152414456742
1512,63.25912665,9.59154401,-766.2986679918913,-188.13707385387764,0.04874022353311602,-0.006883461717978512,-0.0016900640872210884
1535,63.259431719999995,9.59229066,-732.2957788858249,-150.6363728444716,0.04375758250768058,-0.0065780226049553464,-0.0013531895588607841
1557,63.25975915,9.592973165,-695.7999624455535,-116.35786893153173,0.03896160467309073,-0.006250190173781609,-0.0010452605194630387
1580,63.260105785,9.593594750000001,-657.1629999664631,-85.13957735198933,0.03437724585307933,-0.005903124384380281,-0.0007648218351452446
1603,63.260466535,9.59414478,-616.952331416624,-57.51555869632695,0.030058120336462935,-0.005541922402465746,-0.0005166710538116264
1626,63.260863535,9.594655115,-572.7007699892729,-31.88567998855261,0.025757482966525913,-0.005144422130353607,-0.0002864339363922036
1649,63.26126557,9.59508757,-527.8877619121955,-10.167593326145877,0.021824767615953533,-0.004741878528947676,-9.133704475139412e-05
1670,63.26166921,9.595437565000001,-482.8957144323289,7.408852267806083,0.01826057061285269,-0.0043377266631318126,6.655485220882478e-05
1691,63.262109530000004,9.595738,-433.8150209451377,22.495973025508746,0.014773364509125031,-0.0038968475531677422,0.00020208476372411197
1711,63.26253514,9.59594607,-386.3739666441696,32.944339405542,0.011772345549388774,-0.00347069689575239,0.0002959440357288278
1732,63.262986295,9.59608834,-336.0855239476758,40.08811799845789,0.00896875809880271,-0.0030189688886227543,0.00036011769060518217
1753,63.263434435,9.596153390000001,-286.13318617203316,43.35402515460292,0.006556714283718179,-0.002570260024619083,0.00038945583371399886
1774,63.26387422,9.596151695,-237.11218572807203,43.2682512096034,0.004547998266005493,-0.002129917121743797,0.0003886853132573261
1796,63.26432007,9.596066125,-187.4151955743993,38.97076130764316,0.002868627360925302,-0.0016835019790449178,0.0003500803046871421
1818,63.26475454,9.595905375000001,-138.9867163457038,30.898376688665397,0.001586991922451375,-0.0012484815402071324,0.00027756483996078875
1840,63.265196675,9.595665535,-89.70385379261765,18.85491425701322,0.0006577765660509272,-0.0008057863980825282,0.0001693765763475233
1863,63.265627535,9.595360190000001,-41.67772602744096,3.5226957154373206,0.0001369623678080245,-0.00037438017784120986,3.1644913981665536e-05
1884,63.266042735,9.595024695,4.602928002636225,-13.322937593440411,1.5537345610106e-05,4.1346905612907866e-05,-0.00011968198453245641
1906,63.266473065,9.594674595,52.57015853198422,-30.90139366833865,0.0002910208963768923,0.0004722240672964395,-0.0002775919419502754
1927,63.26688512,9.59438696,98.50040318645688,-45.343010120762216,0.0009203393394088266,0.0008848035144263088,-0.0004073231896394944
1949,63.267337514999994,9.594181585000001,148.92717530948119,-55.65394884348277,0.0019785764815054563,0.0013377740988326186,-0.0004999479279956455
1972,63.267780529999996,9.594099275,198.30831291610573,-59.7857251148384,0.003358293648531685,0.0017813520202143455,-0.0005370643056962679
1995,63.268226125,9.594132550000001,247.97693101225528,-58.11415411382021,0.005078287755850397,0.002227512304096449,-0.0005220483279296783
2019,63.268669655,9.59428692,297.4152751817456,-50.36287472558964,0.007123499861876326,0.0026716040971602652,-0.0004524174005653026
2042,63.26910276,9.59456092,345.69153502049835,-36.60572733712232,0.009460607021537726,0.003105257188791053,-0.0003288348430842918
2062,63.269507205,9.59492788,390.7732133910273,-18.18194803331243,0.011980994610127027,0.003510214185596167,-0.00016333121791129685
2084,63.26990003,9.595413835,434.55977156711424,6.215391381683887,0.014787444861411814,0.003903537454390265,5.5833810673413393e-05
2107,63.2702663,9.59599958,475.38659049393954,35.621931794093115,0.01779211785571988,0.004270274154959104,0.0003199972573688193
2128,63.27060439,9.596613215000001,513.072598300957,66.42795740181634,0.020954286483998885,0.004608797765763278,0.0005967324934555857
2149,63.27095629,9.59727492,552.2983210515728,99.64645413445868,0.02465733095681344,0.004961152235622228,0.0008951393263529326
2169,63.271293220000004,9.597912180000002,589.8556926289299,131.63702245752728,0.02859414382416503,0.005298520340617247,0.0011825154906840675
2189,63.271630595000005,9.598551324999999,627.4629908930079,163.7214717615914,0.03291915302668258,0.005636336924059515,0.001470735002215217
2209,63.271976615,9.599203415,666.0342733915395,196.4549626933321,0.03774694291820424,0.005982812727270471,0.0017647849538801367
2227,63.272312420000006,9.599809234999999,703.4671011105186,226.86498563341922,0.04276688115203342,0.006319062087163661,0.0020379628374828556
2249,63.27267884,9.600438440000001,744.3128425331752,258.44794653302387,0.04859496270984209,0.006685968763593224,0.0023216774020347985
2269,63.273034055,9.601031545000001,783.9097567647196,288.21803545242335,0.05460488215055648,0.007041657550025773,0.002589106660529235
2289,63.27339405,9.601606895,824.0396676799177,317.0960677633126,0.06102334180843627,0.007402134107103094,0.0028485224381773477
2310,63.273776075,9.602187165,866.6254618889454,346.2200890463746,0.06817045364630303,0.007784671225346728,0.0031101479723567253
2330,63.274142714999996,9.6027252,907.4963709693423,373.2234672040927,0.0753661409785309,0.008151803976302873,0.0033527234452454735
2350,63.274509745,9.60323957,948.4108328846326,399.03825617125665,0.08286959836584629,0.008519327951052324,0.003584621639784634
2371,63.27489628,9.603741285,991.4995645725338,424.21687498927975,0.09103432257097666,0.008906382825918758,0.003810805020648846
2393,63.275304410000004,9.6042083,1036.9953614233852,447.6527161106702,0.09985704803830231,0.009315059741373186,0.004021332763117319
2416,63.27571283,9.604573015,1082.5229094429797,465.9530105196671,0.10871890138645313,0.009724021869322001,0.004185727104608142
2438,63.27613556,9.60487913,1129.6452018998875,481.3112028748257,0.11801744921632462,0.01014730917196148,0.004323692093710964
2462,63.276577085,9.605153349999998,1178.862327948157,495.0677221823945,0.1279627115909534,0.010589413820153,0.004447269009045274
2486,63.277012395,9.605401405,1227.3865470690503,507.5106547098966,0.13807926860130237,0.011025294265552658,0.004559045773580155
2510,63.277442825,9.605645825,1275.3668334209485,519.7708543298316,0.1484652184276456,0.011456288704296004,0.004669181020479483
2533,63.277873795000005,9.605886915,1323.4073333624597,531.8635437392375,0.15923367986442827,0.011887824026060962,0.004777811497557217
2555,63.27829706,9.606125265,1370.5890123464105,543.818496970985,0.1701902930280994,0.012311644782434003,0.004885204669500971
2578,63.278739834999996,9.606387335,1419.9456471481983,556.9632087698677,0.18210452283483392,0.012755002601489937,0.005003285624482854
2600,63.279161785,9.60666217,1466.9811711338796,570.7485823779568,0.1939507743716149,0.013177510485509806,0.005127121742408511
2622,63.27958918,9.607005130000001,1514.6243122105636,587.9524722584705,0.2066305922930951,0.013605476435894407,0.005281666914457615
2644,63.279992515,9.607379694999999,1559.5859724905051,606.7425134186692,0.21920701474289217,0.01400935534139318,0.005450460725861966
2666,63.2804065,9.607817494999999,1605.7354769356489,628.7053212170385,0.23276484426969546,0.014423904342221128,0.0056477559848676015
2690,63.280795165,9.608288,1649.063144334823,652.309386083449,0.24616952328904063,0.014813105514465207,0.005859794906947048
2712,63.281181735000004,9.608817250000001,1692.1580858792647,678.8609717231734,0.260205806728095,0.015200216170858552,0.006098311858599682
2735,63.281553695,9.609386780000001,1733.6251723539242,707.4336216796746,0.2744242785726101,0.015572704228357619,0.006354984339887062
2757,63.28191122,9.60998618,1773.4838441812444,737.5048859373269,0.288765448917502,0.015930744315223243,0.006625119102473335
2777,63.282249324999995,9.610585100000002,1811.1781210452932,767.5518336441796,0.3028796862836316,0.016269342204817,0.006895035425767502
2799,63.28258791499999,9.61122542,1848.9272565248802,799.675614508939,0.31763280594327625,0.016608432875092408,0.007183608258719379
2821,63.282921195,9.6118859,1886.0850906852713,832.8104597480207,0.33272734542129,0.016942212039339568,0.007481263637465699
2844,63.28325761,9.612591725000001,1923.5933267651305,868.2199129293831,0.34862367820767304,0.017279138772934445,0.0077993521669834755
2865,63.283573945,9.61329864,1958.8637293193528,903.6838659702059,0.36425727906384964,0.017595963629743732,0.00811793027706794
2884,63.283873465,9.614003499999999,1992.2601907925641,939.0444683260847,0.37968230377623513,0.017895955360995478,0.008435579972154576
2905,63.284178835000006,9.614756725,2026.3098544982627,976.8310763011518,0.39605478923158444,0.01820181463808703,0.008775022846482275
2925,63.284466645,9.615508935,2058.402601481863,1014.5665698809707,0.41219294565132714,0.018490095441008533,0.009114006552385702
2945,63.284742925,9.616277565,2089.2108567314713,1053.1256641450027,0.42843028100605807,0.01876683798861614,0.00946038878910544
2966,63.285013989999996,9.617077604999999,2119.43881385687,1093.2603133128496,0.44512525766629096,0.019038367869035535,0.009820924476316556
2988,63.285273215000004,9.61789007,2148.3477326910424,1134.0181313105109,0.461881807477198,0.019298049171398542,0.01018705818436413
3009,63.285522195,9.618721135,2176.1155384572603,1175.7089312323837,0.4788115048677355,0.019547480151730152,0.010561573011623547
3030,63.285759029999994,9.619569715,2202.5304609827563,1218.2783715709616,0.4958343211197871,0.019784758533622816,0.010943980800027918
3052,63.28596605,9.620434715,2225.622906243464,1261.672313280293,0.5122536529743229,0.019992191965998662,0.011333795210253449
3074,63.28614268,9.621347575,2245.3294546374614,1307.4684387169305,0.5283502989781255,0.020169210767060974,0.011745188804024588
3097,63.28628767,9.622309600000001,2261.5109033237504,1355.7323866796985,0.5441091469361936,0.020314564513877982,0.012178751224702689
3117,63.28639202,9.62324719,2273.1625560944053,1402.771780870447,0.5583906157166894,0.02041922828160729,0.012601313291699468
3141,63.286465390000004,9.624245655,2281.363051482846,1452.8668320396864,0.5724990512077284,0.020492891199778235,0.013051324792326882
3165,63.28648384,9.625245965000001,2283.442647452443,1503.0570609643046,0.5848413855349008,0.02051157166973533,0.013502191289276782
3189,63.286468245,9.626223965000001,2281.727620153527,1552.1296384778427,0.5959501021418419,0.020496166025369127,0.013943017752791456
3214,63.28642233,9.627213735000002,2276.6339804469544,1601.7945180860256,0.6063788722289019,0.020450411184091317,0.014389164956543233
3241,63.28632216,9.6281733,2265.4927328063322,1649.947095872925,0.6146589211051605,0.020350332252953785,0.014821726921910918
3272,63.28618932,9.629127225,2250.7104566897196,1697.818935381818,0.6219622423238889,0.02021754690958377,0.015251766972422334
3342,63.28605304,9.63005705,2235.544793620373,1744.482172810313,0.6291941152494473,0.020081317700887412,0.015670949965736147
3490,63.286351625,9.630576075,2268.841137509923,1770.5066429722203,0.6480878364535556,0.02038041010191295,0.015904731758493044
3592,63.286799189999996,9.630635165000001,2318.7311265278927,1773.444041970311,0.6668201989389217,0.020828558903235404,0.0159311188626125
3799,63.28684372,9.630124795,2323.680708629469,1747.8335049626762,0.6615684424343726,0.020873019712498553,0.015701055494641403
